,Player_Name,Rank,Kills,Deaths,Assists,Kill death difference,Kill death ratio,Average damage per round,Percentage of kills with a headshot,First kills of a round,First deaths of a round,First kills as a T,First deaths as a T,First kills as a CT,First deaths as a CT,Trade kills,Death was traded,Traded first kills,First deaths traded,Traded first kills as T,First deaths traded as T,Traded first kills as CT,First deaths traded as CT,1v5,1v4,1v3,1v2,1v1,5k,4k,3k,2k,1k,"Percentage of rounds with a Kill, Assist, Survived or Death Traded",HLTV Rating 1.0,Top Starting Side,Round Winner,Match_id,map,date,VAC,Starting_Side,CT_round_diff,T_round_diff,Match_Result
162,Blhoux,,21,23,7,-2,0.9,85,33%,5,4,4,1,1,3,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6,70%,0.95,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T']",22851406,de_overpass,13th Dec 2020 20:57:06,False,T,-3.0,5.0,Win
163,Cho,,13,20,7,-7,0.7,65,31%,2,3,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,70%,0.65,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T']",22851406,de_overpass,13th Dec 2020 20:57:06,False,T,-3.0,5.0,Win
164,Kiwi,,11,20,3,-9,0.6,43,64%,1,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,63%,0.62,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T']",22851406,de_overpass,13th Dec 2020 20:57:06,False,T,-3.0,5.0,Win
170,Blhoux,,35,17,7,18,2.1,123,46%,3,0,0,0,3,0,7,4,3,0,2,0,1,0,0,0,0,0,1,0,0,3,9,8,83%,1.68,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T']",7830161,de_dust2,28th Mar 2020 10:39:53,False,T,-1.0,3.0,Win
172,KoHo,,21,18,6,3,1.2,70,24%,3,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,77%,1.03,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T']",7830161,de_dust2,28th Mar 2020 10:39:53,False,T,-1.0,3.0,Win
174,Cho,,17,21,3,-4,0.8,50,35%,3,4,1,2,2,2,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,9,70%,0.8,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T']",7830161,de_dust2,28th Mar 2020 10:39:53,False,T,-1.0,3.0,Win
185,KoHo,,20,11,5,9,1.8,95,25%,5,1,2,0,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,4,3,70%,1.58,T,"['CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",6099570,de_dust2,19th Jan 2020 15:27:14,False,CT,9.0,3.0,Win
187,Blhoux,,17,7,8,10,2.4,95,24%,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,7,100%,1.39,T,"['CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",6099570,de_dust2,19th Jan 2020 15:27:14,False,CT,9.0,3.0,Win
188,Cho,,17,10,6,7,1.7,93,53%,0,1,0,0,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,10,80%,1.26,T,"['CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",6099570,de_dust2,19th Jan 2020 15:27:14,False,CT,9.0,3.0,Win
195,Cho,,25,20,10,5,1.3,105,36%,6,3,2,2,4,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,4,78%,1.37,T,"['T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT']",24520365,de_overpass,20th Jan 2021 20:33:31,False,CT,5.0,0.0,Win
196,Blhoux,,23,16,9,7,1.4,97,17%,1,2,0,2,1,0,7,2,2,0,1,0,1,0,0,0,0,0,0,0,0,2,3,11,81%,1.24,T,"['T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT']",24520365,de_overpass,20th Jan 2021 20:33:31,False,CT,5.0,0.0,Win
197,mini,,20,16,2,4,1.3,72,25%,3,1,1,1,2,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,8,67%,1.17,T,"['T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT']",24520365,de_overpass,20th Jan 2021 20:33:31,False,CT,5.0,0.0,Win
198,KoHo,,19,16,4,3,1.2,77,32%,5,5,3,1,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,74%,1.05,T,"['T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT']",24520365,de_overpass,20th Jan 2021 20:33:31,False,CT,5.0,0.0,Win
199,Kiwi,,17,16,1,1,1.1,63,59%,0,1,0,0,0,1,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,10,81%,0.97,T,"['T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT']",24520365,de_overpass,20th Jan 2021 20:33:31,False,CT,5.0,0.0,Win
200,Blhoux,,22,21,4,1,1.0,85,36%,6,4,2,4,4,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,10,67%,1.14,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT']",19690988,de_dust2,7th Nov 2020 21:43:14,False,T,-4.0,-1.0,Loss
201,KoHo,,19,19,4,0,1.0,79,21%,1,4,0,2,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,67%,0.94,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT']",19690988,de_dust2,7th Nov 2020 21:43:14,False,T,-4.0,-1.0,Loss
202,mini,,18,21,5,-3,0.9,81,61%,3,4,2,2,1,2,3,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,12,67%,0.89,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT']",19690988,de_dust2,7th Nov 2020 21:43:14,False,T,-4.0,-1.0,Loss
203,Cho,,12,21,6,-9,0.6,68,42%,2,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,48%,0.7,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT']",19690988,de_dust2,7th Nov 2020 21:43:14,False,T,-4.0,-1.0,Loss
210,KoHo,,27,12,7,15,2.3,112,26%,1,1,1,0,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,6,75%,1.88,T,"['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",7830156,de_dust2,29th Mar 2020 20:53:13,False,T,1.0,7.0,Win
211,Blhoux,,26,13,4,13,2.0,103,38%,6,1,3,1,3,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,12,88%,1.52,T,"['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",7830156,de_dust2,29th Mar 2020 20:53:13,False,T,1.0,7.0,Win
213,mini,,15,16,4,-1,0.9,74,60%,2,0,1,0,1,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,88%,0.89,T,"['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",7830156,de_dust2,29th Mar 2020 20:53:13,False,T,1.0,7.0,Win
214,Cho,,12,15,8,-3,0.8,75,33%,3,3,1,3,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,75%,0.8,T,"['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T']",7830156,de_dust2,29th Mar 2020 20:53:13,False,T,1.0,7.0,Win
230,KoHo,,17,17,4,0,1.0,102,29%,2,4,2,3,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,6,55%,1.12,T,"['T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",18148378,de_dust2,20th Oct 2020 19:51:56,False,T,-5.0,-5.0,Loss
231,Blhoux,,13,21,4,-8,0.6,68,15%,2,4,2,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,59%,0.64,T,"['T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",18148378,de_dust2,20th Oct 2020 19:51:56,False,T,-5.0,-5.0,Loss
232,Kiwi,,11,20,1,-9,0.6,60,36%,2,0,1,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,55%,0.52,T,"['T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",18148378,de_dust2,20th Oct 2020 19:51:56,False,T,-5.0,-5.0,Loss
233,Cho,,8,21,2,-13,0.4,46,25%,1,5,1,3,0,2,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,50%,0.42,T,"['T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",18148378,de_dust2,20th Oct 2020 19:51:56,False,T,-5.0,-5.0,Loss
234,WhiteFlag1940,,6,21,2,-15,0.3,27,17%,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,32%,0.29,T,"['T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",18148378,de_dust2,20th Oct 2020 19:51:56,False,T,-5.0,-5.0,Loss
245,Blhoux,,29,18,5,11,1.6,122,31%,6,5,1,3,5,2,3,4,1,2,1,2,0,0,0,0,0,0,0,0,0,3,6,8,84%,1.55,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT']",11743315,de_inferno,21st Jun 2020 19:32:39,False,CT,7.0,0.0,Win
246,KoHo,,22,17,2,5,1.3,84,18%,2,1,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,84%,1.25,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT']",11743315,de_inferno,21st Jun 2020 19:32:39,False,CT,7.0,0.0,Win
247,Lucas,,17,13,4,4,1.3,82,59%,2,3,1,3,1,0,3,4,2,3,2,3,0,0,0,0,0,0,0,0,0,1,2,10,80%,1.08,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT']",11743315,de_inferno,21st Jun 2020 19:32:39,False,CT,7.0,0.0,Win
249,mini,,15,12,3,3,1.3,69,20%,1,1,0,0,1,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,84%,0.95,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT']",11743315,de_inferno,21st Jun 2020 19:32:39,False,CT,7.0,0.0,Win
256,Blhoux,,23,13,6,10,1.8,113,30%,1,0,1,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3,4,77%,1.68,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",6391771,de_cache,3rd Feb 2020 14:43:46,False,CT,5.0,5.0,Win
267,Blhoux,,18,23,3,-5,0.8,81,22%,2,1,0,1,2,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,70%,0.75,T,"['CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T']",7041944,de_inferno,3rd Mar 2020 10:44:47,True,CT,-3.0,1.0,Loss
276,Blhoux,,22,22,6,0,1.0,85,36%,6,1,4,0,2,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,1,3,2,5,77%,1.16,T,"['T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",7631967,de_mirage,23rd Mar 2020 14:31:47,False,CT,-1.0,3.0,Win
277,KoHo,,17,21,2,-4,0.8,64,29%,2,2,0,1,2,1,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,7,60%,0.82,T,"['T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",7631967,de_mirage,23rd Mar 2020 14:31:47,False,CT,-1.0,3.0,Win
279,Cho,,15,23,4,-8,0.7,60,47%,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,53%,0.67,T,"['T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",7631967,de_mirage,23rd Mar 2020 14:31:47,False,CT,-1.0,3.0,Win
280,Blhoux,,32,16,4,16,2.0,114,34%,8,2,7,0,1,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,11,7,85%,1.62,T,"['CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T']",7954014,de_cache,2nd Apr 2020 09:23:57,True,T,0.0,5.0,Win
281,KoHo,,28,18,6,10,1.6,114,43%,2,0,0,0,2,0,6,3,2,0,1,0,1,0,0,0,0,1,0,0,1,0,7,10,89%,1.42,T,"['CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T']",7954014,de_cache,2nd Apr 2020 09:23:57,True,T,0.0,5.0,Win
284,Cho,,12,17,6,-5,0.7,57,42%,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,10,70%,0.7,T,"['CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T']",7954014,de_cache,2nd Apr 2020 09:23:57,True,T,0.0,5.0,Win
290,KoHo,,32,17,4,15,1.9,117,31%,8,1,2,0,6,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,83%,1.58,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T']",6546452,de_dust2,10th Feb 2020 19:47:34,False,T,4.0,-1.0,Win
291,Blhoux,,21,18,6,3,1.2,87,29%,3,0,2,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,79%,1.1,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T']",6546452,de_dust2,10th Feb 2020 19:47:34,False,T,4.0,-1.0,Win
292,mini,,21,18,2,3,1.2,70,38%,3,3,3,2,0,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,11,69%,1.02,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T']",6546452,de_dust2,10th Feb 2020 19:47:34,False,T,4.0,-1.0,Win
294,Cho,,10,17,2,-7,0.6,43,50%,0,3,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62%,0.65,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T']",6546452,de_dust2,10th Feb 2020 19:47:34,False,T,4.0,-1.0,Win
306,KoHo,,23,19,7,4,1.2,104,52%,3,6,1,4,2,2,3,3,0,2,0,1,0,1,0,0,0,0,0,0,0,3,5,4,62%,1.22,T,"['T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",9624502,de_inferno,25th Apr 2020 20:50:29,False,CT,-5.0,8.0,Win
307,mini,,18,20,7,-2,0.9,68,44%,0,2,0,0,0,2,3,6,0,1,0,0,0,1,0,0,0,0,1,0,2,0,2,6,66%,1.05,T,"['T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",9624502,de_inferno,25th Apr 2020 20:50:29,False,CT,-5.0,8.0,Win
308,Cho,,14,20,6,-6,0.7,56,36%,3,2,2,1,1,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,8,55%,0.72,T,"['T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",9624502,de_inferno,25th Apr 2020 20:50:29,False,CT,-5.0,8.0,Win
309,Blhoux,,12,26,5,-14,0.5,46,33%,3,8,2,2,1,6,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,59%,0.47,T,"['T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",9624502,de_inferno,25th Apr 2020 20:50:29,False,CT,-5.0,8.0,Win
310,Cho,,13,16,1,-3,0.8,58,54%,1,0,1,0,0,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,2,6,57%,0.85,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",16680857,de_dust2,26th Sep 2020 19:57:37,False,T,-6.0,-5.0,Loss
311,WhiteFlag1940,,13,18,0,-5,0.7,49,23%,0,3,0,1,0,2,4,3,1,2,1,1,0,1,0,0,0,0,0,0,0,1,3,4,57%,0.8,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",16680857,de_dust2,26th Sep 2020 19:57:37,False,T,-6.0,-5.0,Loss
312,Blhoux,,13,19,10,-6,0.7,105,0%,2,6,2,5,0,1,5,3,2,2,1,2,1,0,0,0,0,0,0,0,1,0,1,7,67%,0.79,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",16680857,de_dust2,26th Sep 2020 19:57:37,False,T,-6.0,-5.0,Loss
313,Lucas,,9,17,5,-8,0.5,99,56%,1,4,0,2,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,52%,0.57,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",16680857,de_dust2,26th Sep 2020 19:57:37,False,T,-6.0,-5.0,Loss
314,Kiwi,,8,19,2,-11,0.4,47,25%,1,3,1,3,0,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,48%,0.48,T,"['CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",16680857,de_dust2,26th Sep 2020 19:57:37,False,T,-6.0,-5.0,Loss
326,Blhoux,,21,18,6,3,1.2,98,29%,6,2,3,1,3,1,5,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,4,10,71%,1.1,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'T']",6354040,de_cache,1st Feb 2020 21:33:58,True,CT,-1.0,-7.0,Loss
330,KoHo,,14,17,2,-3,0.8,84,50%,2,4,1,4,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,6,63%,0.92,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT']",17811183,de_dust2,16th Oct 2020 20:30:29,False,T,0.0,-13.0,Loss
331,Cho,,12,18,1,-6,0.7,79,50%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,53%,0.72,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT']",17811183,de_dust2,16th Oct 2020 20:30:29,False,T,0.0,-13.0,Loss
332,Blhoux,,10,18,2,-8,0.6,87,50%,1,3,0,3,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,6,53%,0.54,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT']",17811183,de_dust2,16th Oct 2020 20:30:29,False,T,0.0,-13.0,Loss
